conm,gvkey,tic
BORGWARNER INC,028742,BWA
MANUGISTICS GROUP INC,028744,MANU.1
MUNIVEST PA INSD FD,028746,MVP
FULL HOUSE RESORTS INC,028749,FLL
KAYE GROUP INC,028753,KAYE
TOWN & COUNTRY TRUST,028754,TCT
CONCENTREX INC,028756,CCTX
SPSS INC,028758,SPSS
SPARTANNASH CO,028762,SPTN
DRUMMOND FINANCIAL CP,028763,3DFCUE
FUTUREMEDIA PLC,028764,FMDAY
LANDRYS RESTAURANTS INC,028765,LNY
SAUL CENTERS INC,028769,BFS
THOMAS GROUP INC,028770,TGISQ
WESTERN ASST 2008 WRLDWD DLR,028774,SBG.2
XRS CORP,028775,XRSC
NIAGARA CORP,028778,NGCN
ATPOS.COM INC,028780,3EPOS
SCIENTIFIC GAMES HLDGS CORP,028781,SG.2
WINMARK CORP,028785,WINA
MHM SERVICES INC,028786,MHMI
PERFORMANCE FOOD GROUP CO,028787,PFGC
LAMB WESTON HOLDINGS INC,028790,LW
ROYALE ENERGY INC,028791,ROYL
SECOND CUP LTD-OLD,028792,SKL.2
MATEON THERAPEUTICS INC -OLD,028795,MATN.1
THUNDERBIRD RESORTS INC,028796,THRSF
PCM FUND INC,028800,PCM
FORZANI GROUP LTD  -CL A,028803,FGL.2
ARROWHEAD PHARMACEUTICALS,028806,ARWR
CARECENTRIC INC,028817,CREC
FUEL TECH INC,028819,FTEK
CAPTIVA SOFTWARE CORP,028822,CPTV
TEMPLETON CHINA WORLD FD INC,028826,TCH.4
ADVANCED DEPOSITION TECH INC,028828,ADTCQ
USCI INC,028830,USCM
TVG TECHNOLOGIES LTD,028832,TVGT
CORTLAND BANCORP,028833,CLDB
GRAND TOYS INTL LTD  -ADR,028834,GRINY
SANTA FE FINANCIAL CORP,028836,SFEF
CREDIT SUISSE GROUP,028838,CS
AMERICAN SELECT PORTFOLIO,028843,SLA
COCA-COLA FEMSA SAB DE CV,028844,KOF
PAIRGAIN TECHNOLOGIES INC,028848,PAIR.
VAN KAMPEN FLA MUN OPPTY,028849,VOF
HEADWAY CORPORATE RESOURCES,028851,HWCR
JAGUAR MINING INC,028852,JAGGF
ARRIS INTERNATIONAL PLC,028853,ARRS
COHEN & STEERS TOT RET RLTY,028854,RFI
PHILADELPHIA CONS HLDG CORP,028858,PHLY
CALIAN GROUP LTD,028862,CLNFF
CANADIAN BANK NOTE CO LTD,028863,CBK.
META FINANCIAL GROUP INC,028866,CASH
KEURIG DR PEPPER INC,028877,KDP
NETMANAGE INC,028881,NETM
PEREGRINE ENERGY LTD,028882,PEG.1
SOC QUIMICA Y MINERA DE CHI,028883,SQM
ASYST TECHNOLOGIES INC,028884,ASYTQ
POINT BLANK SOLUTIONS INC,028885,PBSOQ
INVESCO CALIF QUALITY MUNI,028890,IQC
INVESCO NY QUALITY MUNI SECS,028891,IQN
INVESCO QUALITY MUNI SECS,028892,IQM
KENETECH CORP,028893,3KWND
PANAMERICAN BEVERAGES  -CL A,028895,PB.
ALASKA AIRLINES INC,028897,ALK1
COLONIAL PROPERTIES TRUST,028900,CLP
ENERFLEX LTD,028903,ENRFF
HAVEN BANCORP INC,028904,HAVN
NATIONS GOVT INCM TM TR 2003,028906,NGI.1
OROAMERICA INC,028907,OROA
TEMPLETON EMERGING MKTS INCM,028911,TEI
AMWAY JAPAN LTD,028913,AJL
INFINITE GROUP INC,028916,IMCI
MONACO COACH CORP,028917,MCOAQ
ONEOK PARTNERS -LP,028919,OKS
BARNES & NOBLE INC,028924,BKS
MARRIOTT INTL INC,028930,MAR
ALLIED HOLDINGS INC,028933,AHIZQ
BROWN JORDAN INTL INC,028936,0409B
EPOCH BIOSCIENCES INC,028937,EBIO.1
ULTRATECH INC,028938,UTEK
AMERICAN RESOURCES OFFSHORE,028939,3GASS
BELDEN INC,028940,BDC
CORRPRO COMPANIES INC,028942,CRRP
GLOBAL HIGH INCOME FUND INC,028943,GHI
KENTUCKY ELECTRIC STEEL INC,028944,KESIQ
NATIONAL R V HOLDINGS INC,028947,NRVHQ
TRI-COUNTY BANCORP INC,028953,TRIC.
FLOORING AMERICA INC,028955,FRAE
ATCHISON CASTING CORP,028958,AHNCQ
AIT ADVANCED INFO TECH CORP,028961,AIV.
OILTEC RESOURCES LTD,028965,OLT.1
QCR HOLDINGS INC,028967,QCRH
COMMERCIAL BANKSHARES INC,028970,CLBK.1
EICON TECHNOLOGY CORP,028971,EIC.1
MAGIN ENERGY INC,028972,MGY.
ONHEALTH NETWORK CO,028973,ONHN
BLC FINANCIAL SERVICES INC,028975,BCL.2
FIRST INDEPENDENCE CORP/DE,028976,FFSL
GLOBAL SMALL CAP FUND INC,028977,GSG.1
URBAN SHOPPING CENTERS INC,028979,URB.2
DETROIT DIESEL CORP,028981,DDC.1
MICRO COMPONENT TECH,028983,MCTIQ
ALADDIN KNOWLEDGE SYSTEM LTD,028984,ALDN
KOALA CORP,028987,KARE
N-VIRO INTERNATIONAL CORP,028989,NVIC
COMMERCIAL ASSETS INC,028992,CAX.1
FRISCO BAY INDS LTD,028993,FBAY
AQUA CARE SYSTEMS INC,028996,AQCR
FRIEDMANS INC  -CL A,028997,FRDMQ
LODGENET INTERACTIVE CORP,028998,LNETQ
PRICE (T ROWE) MEDIA&TELECMS,029000,NAF
OM GROUP INC,029001,OMG
TROJAN TECHNOLOGIES INC,029005,TUV.1
INVESCO ADV MUNI INCM TR II,029006,VKI
FOAMEX  -LP,029008,0095A
BERKLEY PETROLEUM CORP,029010,BKP.1
BOYD GAMING CORP,029011,BYD
DECKERS OUTDOOR CORP,029015,DECK
NORWALL GROUP INC,029017,NGI.Z
ULTIMATE ELECTRONICS INC,029021,ULTEQ
WICKES INC,029022,WIKSQ
ANIMAL CLONING SCIENCES-OLD,029023,ANML.1
COSTCO WHOLESALE CORP,029028,COST
CROSSMANN COMMUNITIES INC,029029,CROS.1
INSITE VISION INC,029032,INSV
IWERKS ENTERTAINMENT INC,029033,3IWRK
DAVEL COMMUNICATIONS INC,029038,3DAVLE
ENEL AMERICAS SA,029039,ENIA
STANDARD DIVERSIFIED INC,029040,SDI
2M ENERGY CORP,029045,TMM.1
ACM MANAGED DLR INCOME FD,029048,ADF.1
WESTERN ASST GLBL PTNRS INCM,029051,GDF
LEXINGTON REALTY TRUST,029052,LXP
ROCHEM ENVIRONMENTAL INC,029053,3RCEME
TRIAD GUARANTY INC,029055,TGIC
DELAWARE INV MIN MUN INC III,029056,VYM.1
ZARGON OIL & GAS LTD,029057,ZARFD
MALETTE QUEBEC INC,029059,MQI.1
RIVERVIEW BANCORP INC,029061,RVSB
ECO-TRADE CORP,029063,BOPT
ISCO INTERNATIONAL INC,029066,ISOOQ
MBC HOLDING CO,029068,3MBRWQ
ACRES GAMING INC,029069,AGAM.1
CHELSEA PROPERTY GROUP INC,029070,CPG.3
JPE INC,029073,3JPEIE
MTM TECHNOLOGIES INC,029074,MTMC
OPINION RESEARCH CORP,029075,ORCI
MADGE NETWORKS NV,029079,MADGQ
BUCKHEAD AMERICA CORP,029081,3BUCK
CBL & ASSOCIATES PPTYS INC,029082,CBL
CREDENCE SYSTEMS CORP,029085,CMOS
PALATIN TECHNOLOGIES INC,029086,PTN
PENN-AMERICA GROUP INC,029088,PNG.1
QUOTEMEDIA INC,029089,QMCI
MERCURY INTERACTIVE CORP,029095,MERQ
PARTNERRE LTD,029097,PRE
PETROCORP INC,029098,PEX.1
REGENCY CENTERS CORP,029099,REG
FIRST FINL BANKSHARES INC,029101,FFIN
POST ENERGY CORP,029103,PSN.1
J JILL GROUP INC,029105,JILL.1
LUCILLE FARMS INC,029107,LUCY
PATTERSON-UTI ENERGY INC,029108,PTEN
FIRST STATE BANCORPORATION,029112,FSNMQ
MALIBU ENTMT WORLDWIDE INC,029114,MBEW
KEYSTONE PROPERTY TRUST,029121,KTR
INCYTE CORP,029127,INCY
EMPIRE RESORTS INC,029129,NYNY
GIBRALTAR INDUSTRIES INC,029131,ROCK
ITRON INC,029133,ITRI
E SPIRE COMMUNICATIONS INC,029134,3ESPIQ
BAYTEX ENERGY CORP,029135,BTE
BEAMSCOPE CANADA INC,029136,BSP.1
CMSF CORP  -OLD,029139,CMSF.1
AMERISTAR CASINOS INC,029143,ASCA
GOLDEN SYSTEMS INC,029146,3CRTS
URBAN OUTFITTERS INC,029150,URBN
CENTURY CASINOS INC,029151,CNTY
APPLIED SCI & TECH,029152,ASTX.
UNIVERSAL FOREST PRODS INC,029156,UFPI
VESTA INSURANCE GROUP INC,029161,VTAIQ
ASSOCIATED ESTATES RLTY CORP,029164,AEC
NOVELSTEM INTERNATIONAL CORP,029165,NSTM
ESENJAY EXPLORATION INC,029167,ESNJ
LOUIS DREYFUS NAT GAS CORP,029169,LD.1
MACE SECURITY INTL INC,029170,MACE
NEWFIELD EXPLORATION CO,029173,NFX
OSAGE SYSTEMS GROUP INC,029174,OSYM
GOEASY LTD,029175,EHMEF
SPIEKER PROPERTIES INC,029176,SPK.2
RETAIL ENTERTAINMENT GRP INC,029177,3RETNE
TELEFONICA DE ARGENTINA SA,029178,TAR
CRESTAR ENERGY INC,029185,CRS.2
TELECOM ARGENTINA,029194,TEO
YAYI INTERNATIONAL INC,029205,YYIN
FORWARD AIR CORP,029206,FWRD
BLACKROCK MNIYLD ARIZ FD INC,029210,MZA
BOSTON PRIVATE FINL HOLDINGS,029211,BPFH
ROBERDS INC,029216,RBDSQ
SCHNITZER STEEL INDS  -CL A,029217,SCHN
WESTERN ASST HI INCM OPP FND,029219,HIO
BOLLINGER INDUSTRIES INC,029229,BOLL
RENAISSANCE GOLF PRODS INC,029232,FGLF
CHATEAU COMMUNITIES INC,029233,CPJ
COFLEXIP SA,029235,CXIPY
VIAVI SOLUTIONS INC,029241,VIAV
ASTORIA FINANCIAL CORP,029246,AF
CE FRANKLIN LTD,029248,CFK
EYECASHNETWORKS INC,029249,ECNI.
PROGRESSIVE GAMING INTL CORP,029250,PGICQ
AXYS PHARMACEUTICALS INC,029252,AXPH
ASIA TIGERS FUND INC,029253,GRR
ATLANTIC PREMIUM BRANDS LTD,029254,APBL
HERITAGE US GVT INCOME FUND,029258,HGA
POINT NORTH ENERGY LTD,029259,PNY.
PUTNAM INV GRADE MUNI TR III,029260,PML.2
SPEEDWARE CORP INC,029263,SPW.1
TALBOTS INC,029264,TLB
TORCH ENERGY ROYALTY TRUST,029265,TRRU
TV GUIDE INC,029266,TVGIA
INVESCO VAN KAMPEN SELECT,029267,VKL
WEST MARINE INC,029268,WMAR
TCW/DW TERM TRUST 2000,029273,TDT
ATMI INC,029274,ATMI
GC COMPANIES INC,029276,GCCXQ
MARTEK BIOSCIENCES CORP,029278,MATK
INVESCO HIGH YIELD INVEST FD,029279,MSY
INVENT VENTURES INC,029281,IDEA
NEW YORK CMNTY BANCORP INC,029282,NYCB
VERMONT TEDDY BEAR INC,029284,BEAR
BBVA BANCO FRANCES SA,029286,BBAR
CABLE DESIGN TECH CP  -CL A,029287,CDT.1
CLINTRIALS RESEARCH INC,029288,CCRO.1
KOREA EQUITY FUND INC,029289,KEF
FRONTLINE LTD-OLD,029290,FRO.2
Q/MEDIA SERVICES CORP,029297,QMS.1
WVS FINANCIAL CORP,029300,WVFC
ASHTON MINING OF CANADA INC,029301,ACA..
ELECSYS CORP,029304,ESYS
MANAGED HIGH YIELD FUND,029305,PHT.1
CLARIDGE HOTEL&CASINO  -CL A,029309,8457B
TOWER TECH INC,029311,3TTMTE
HUMAN GENOME SCIENCES INC,029312,HGSI
CENTERPOINT PROPERTIES TRUST,029316,CNT
DAW TECHNOLOGIES INC,029317,DAWKQ
POSITRON CORP,029319,POSC
US WIRELESS DATA INC,029320,3USWI
ATI TECHNOLOGIES INC,029322,ATYT
ALIMCO FINANCIAL CORP,029323,ALMC
PARKERVISION INC,029332,PRKR
UTD ARTISTS THEATRE CIRCUIT,029336,RGC1
CLST HOLDINGS INC,029338,CLHI
FIDELITY NATL INFO SOLTNS,029339,FNIS
FIRSTFED BANCORP INC,029340,FFDB
FOAMEX INTERNATIONAL INC,029341,FMXLQ
MONTEREY GOURMET FOODS INC,029342,PSTA
GRUPO CASA SABA SA DE CV,029343,GCSAY
SYMBOLLON PHARMA INC  -CL A,029344,SYMBA
GATEWAY INC,029345,GTW
GRILL CONCEPTS INC,029346,GLLC
UTI ENERGY CORP,029347,UTI.1
SHAW GROUP INC,029353,SHAW
VERSACOLD INCOME FUND,029355,ICE.Z
VERITAS SOFTWARE CORP,029356,VRTS.1
SUN COMMUNITIES INC,029359,SUI
AVIVA PETE INC  -DEP,029360,3AVVP
ASANTE TECHNOLOGIES INC,029366,ASNL
COASTCAST CORP,029367,WTLC
MED / WASTE INC,029372,MWDSQ
ZAMBA CORP,029374,3ZMBA
G & L REALTY CORP,029376,GLR
MACROMEDIA INC,029381,MACR.
MADDEN STEVEN LTD,029382,SHOO
DIFFERENCE CAPITAL FINANCIAL,029383,TNTHF
TRIQUINT SEMICONDUCTOR INC,029386,TQNT
AGRIBIOTECH INC,029387,ABTXQ
SOUTHERN FINANCIAL BANCORP,029388,SFFB
SIMON PROPERTY GROUP INC,029389,SPG
SANGSTAT MEDICAL CORP,029390,SANG
EASTMAN CHEMICAL CO,029392,EMN
ABC-NACO INC,029395,ABCRQ
ACTIVE VOICE CORP,029396,ACVC
TERRESTAR CORP,029397,TSTRQ
CONSO INTERNATIONAL CORP,029402,CNSO.
MK RESOURCES CO,029406,3MKRR
MOSAID TECHNOLOGIES INC,029407,MSD.1
PACRIM INTL CAPITAL INC,029409,PCN.
ROYCE MICRO-CAP TRUST INC,029412,RMT
AMWAY ASIA PACIFIC LTD,029422,AAP..
FIDELITY BANCORP INC/DE,029423,FBCI.
ENCAD INC,029427,ENCD
SPEED COMMERCE INC,029433,SPDC
ODWALLA INC,029434,ODWA
PLANAR SYSTEMS INC,029435,PLNR
PROXIM INC,029436,PROX.
INTERNATIONAL MINERALS CORP,029437,IMZLF
CENTER TRUST INC,029443,CTA.2
PAKISTAN INVESTMENT FUND INC,029445,PKF
SOUTHWEST BANCORP INC,029446,OKSB
SPECTRA GROUP GREAT RESTS,029447,SPA.1
PMC COMMERCIAL TRUST-OLD,029448,PCC
UFP TECHNOLOGIES INC,029449,UFPT
CORPORATE HIGH YIELD FUND II,029450,KYT
CITA BIOMEDICAL INC,029451,XNCP
CHENIERE ENERGY INC,029453,LNG
ABERDEEN EMG MKTS SM CO OPPS,029455,ABE
GUNTHER INTERNATIONAL LTD,029457,SORT
INTERPORE INTERNATIONAL,029459,BONZ.
NATIONAL DENTEX CORP,029461,NADX
NORTH BANCSHARES INC,029463,NBSI
NVENTA BIOPHARMACEUTICALS,029464,NVN.Z
FIRST BANCSHARES INC/MO,029466,FBSI
VALENCIA VENTURES INC,029471,VVIVF.1
THERATECHNOLOGIES INC,029476,THERF
VGS SEISMIC CANADA INC,029477,VGS.Z
ATS AUTOMATION TOOLING SYS,029478,ATSAF
RAND A TECHNOLOGY CORP,029485,RND.Z
WESTERN ASST WORLDWD INCM FD,029486,SBW
TFC ENTERPRISES INC,029487,TFCE
COMMERCE GROUP INC/MA,029492,CGI.1
QUORUM HEALTH GROUP INC,029496,QHGI
SOLA INTERNATIONAL INC,029497,SOL.3
REPUBLIC BANCSHARES INC,029507,REPB.1
CYTEC INDUSTRIES INC,029511,CYT
KS BANCORP INC,029513,KSBI
PIONEER RAILCORP  -CL A,029514,PRRR
QUAKER CITY BANCORP INC,029515,QCBC
ROYAL AVIATION INC,029516,ROY.2
MEDIFAST INC,029517,MED
FIRST CENTURY BANKSHARES INC,029525,3FCBS
POTTERS FINANCIAL CORP,029526,PTRS.1
LEDGER CAPITAL CORP,029528,LEDG
FFLC BANCORP INC,029533,FFLC
STATEFED FINANCIAL CORP,029542,SFFC
DESJARDINS LAURENTIAN FINL,029543,DJN.A
FIRST SAVINGS BANCORP/NC,029547,SOPN
HARBOR FLORIDA BANCSHARES,029550,HARB
BOARDWALK REAL ESTATE TRUST,029552,BOWFF
FIDELITY BANKSHARES INC,029553,FFFL
UGI UTILITIES INC,029555,UGI1
WESTERFED FINANCIAL CORP,029561,WSTR.1
MEMOTEC COMMUNICATIONS INC,029575,MCM..
KIWIBOX COM INC,029577,KIWB
HALLMARK TECHNOLOGIES INC,029578,HTI.1
SVT INC,029579,SVTV
FRANKLIN SELECT REALTY TRUST,029591,3FSNR.
JP REALTY INC,029592,JPR
LINCOLN SNACKS CO,029594,3SNAXE
METEOR INDUSTRIES INC,029600,METR.
CROWN FINANCIAL HOLDINGS INC,029601,CFGI
CLUBLINK CORP,029605,LNK.Z
GABLES RESIDENTIAL TRUST,029606,GBP
GLIMCHER REALTY TRUST,029607,GRT
GREAT LAKES AVIATION LTD,029608,GLUX
HAIN CELESTIAL GROUP INC,029609,HAIN
SPIRE ENERGY LTD,029610,SEY.1
CELADON GROUP INC,029612,CGIP
CASCADE BANCORP,029613,CACB
TUFCO TECHNOLOGIES INC,029616,TFCO
COMMONWEALTH BANCORP INC,029619,CMSB.1
STEEL CONNECT INC,029621,STCN
CRISTALCHILE-CRISTALER CHILE,029622,CGW.3
WAYPOINT FINANCIAL CORP,029624,WYPT
FULL LINE DISTRIBUTORS INC,029626,FLD
MAD CATZ INTERACTIVE INC,029627,MCZAF
HOTELWORKS.COM INC,029632,HWRK
TELULAR CORP,029634,WRLS.1
O'SULLIVAN INDS HLDGS INC,029638,OSU
JAMESON INNS INC,029639,JAMS
ANCHOR GAMING,029642,SLOT.1
ANESTA CORP,029643,NSTA
GREENPOINT FINANCIAL CORP,029645,GPT.1
SFN GROUP INC,029647,SFN.2
MID-AMERICA APT CMNTYS INC,029649,MAA
CASTLE GROUP INC-OLD,029657,CAGU.1
CINTECH SOLUTIONS INC,029658,3CMGFF
MAPINFO CORP,029661,MAPS
QUIZNOS CORP,029663,QUIZ
SAVIA SA DE CV,029667,SAJFY
EMAK WORLDWIDE INC,029668,EMAKQ
CORRECTIONAL SERVICES CORP,029669,CSCQ
DEEP WELL OIL & GAS INC,029675,DWOG
LAIDLAW GLOBAL CORP,029676,BNDT
IGEN INC,029677,IGEN.
MORGAN STAN AFRICA INV FD,029682,AFF.2
ROBOMATIX TECH LTD  -ORD,029685,RBMXF
VIDEO SERVICES CORP,029689,VS
TRISM INC,029690,TSMX
WEBCO INDUSTRIES INC,029692,WEBC
AMLI RESIDENTIAL PPTYS TR,029693,AML.4
ROTARY POWER INTL INC,029697,RPIN
SIGMATRON INTERNATIONAL INC,029698,SGMA
SUMMIT PROPERTIES INC,029701,SMT.2
TATHAM OFFSHORE INC,029702,3TOFF
DAKTRONICS INC,029705,DAKT
MODERN MEDICAL MODALITIES CP,029706,MODM
PACIFIC GULF PROPERTIES INC,029707,PAG.1
IFLI ACQUISITION CORP-OLD,029708,IFLI.1
SONIC SOLUTIONS,029709,SNIC
HEALTH NET INC,029710,HNT
AT PLASTICS INC,029711,ATPIF
ADVANTEX MARKETING INTL INC,029714,ATXMF
SKYLINE MULTIMEDIA ENTMT INC,029717,SKYL.2
DSP GROUP INC,029722,DSPG
INDIA FUND INC,029724,IFN
TBA ENTERTAINMENT CORP,029728,TBA
NEUROBIOLOGICAL TECHN INC,029729,NTII
MARTIN MARIETTA MATERIALS,029733,MLM
MOBILE MINI INC,029734,MINI
TRACTOR SUPPLY CO,029736,TSCO
HIRSCH INTL CORP  -CL A,029741,HRSH
INVESCO VALUE MUNI SECS,029742,IMS.3
INVESCO CALIF MUNI SECS,029743,ICS
MORGAN STAN INDIA INVT FUND,029744,IIF
NATIONS GOVT INC TRM TR 2004,029745,NGF
LIVE MICROSYSTEMS INC,029746,LMSC
ALBEMARLE CORP,029751,ALB
ADDED CAPITAL INC,029752,ACPQF
WORLDWIDE DOLLARVEST FD INC,029753,WDV
BEAZER HOMES USA INC,029755,BZH
EQUITY INNS INC,029756,ENN
FINISHMASTER INC,029757,FMST
TELESTA THERAPEUTICS INC,029759,BNHLF
AROTECH CORP,029762,ARTX
LIFESTREAM TECHNOLOGIES INC,029764,LFTC
STRATOSPHERE CORP,029768,3STTCE
TOUCHSTONE EXPLORATION INC,029769,PBEGF
VIDEO RIVER NETWORKS INC,029772,NIHK
DELAWARE INVST GLOBL DIV INC,029778,DGF
SOUTHERN AFRICA FUND INC,029782,SOA.2
TOTAL CONTAINMENT INC,029784,TCIX
ARCADIS NV,029789,ARCAY
QLOGIC CORP,029791,QLGC
EBT INTERNATIONAL INC,029803,3EBTI
INVESCO LTD,029804,IVZ
MCNAUGHTON APPAREL GROUP INC,029806,MAGI.
GROOVE BOTANICALS INC,029816,GRVE
QUALITY DINING INC,029818,QDIN
CIDCO INC,029822,CDCO.1
SUNTRON CORP,029823,SUNN
HEALTH POWER INC,029824,3HPWR
IVC INDUSTRIES INC,029826,3IVCO.
SAFFRON FUND INC,029827,SZF.1
PHC INC/MA  -CL A,029829,PHC.3
WESTROCK CO,029830,WRK
BIOCRYST PHARMACEUTICALS INC,029837,BCRX
PATHMARK STORES INC,029846,PTMK
GRUPO TELEVISA SAB,029850,TV
NWH INC,029852,NWIR
FARMERS NATL BANC CORP/OH,029855,FMNB
DOMINION HOMES INC,029864,DHOM
MACERICH CO,029868,MAC
OLYMPIC STEEL INC,029870,ZEUS
TRANSTEXAS GAS CORP,029873,3TTXGQ
UROMED CORP,029874,SLAW
AVALONBAY COMMUNITIES INC,029875,AVB
DRYPERS CORP,029878,3DYPR
PROPHET 21 INC,029883,PXXI
RETAIL PRO INC,029886,RTPRQ
TOWERS WATSON & CO,029887,TW.3
NN INC,029894,NNBR
PRIME RETAIL INC,029895,3PMRE
EQUITABLE BANK/MD,029896,EQSB
STORAGE USA INC,029898,SUS.2
TEXAS REGL BCSHS INC  -CL A,029899,TRBS
CMTSU LIQUIDATION INC,029900,CBRI
COPART INC,029901,CPRT
TRIPLE S PLASTICS INC,029904,TSSS
WESTERN ASST EMERG MKT FL RT,029905,EFL.1
PETCO ANIMAL SUPPLIES INC,029909,PETC
SCANSOURCE INC,029910,SCSC
PIMCO STRATEGIC INCOME FUND,029912,RCS
COLD METAL PRODUCTS INC,029916,CMPI
GASONICS INTERNATIONAL CORP,029918,GSNX
REVOLUTION LIGHTING TECHNLGS,029921,RVLT
SHERIDAN RESERVE INC,029922,3SHRVF
JDN REALTY CORP,029929,JDN.2
MOTORCAR PARTS OF AMER INC,029930,MPAA
HI-SHEAR TECHNOLOGY CORP,029934,HSR.1
BIOSPHERE MEDICAL INC,029939,BSMD
MFB CORP,029940,MFBC
RALCORP HOLDINGS INC,029942,RAH
BENCHMARK BANKSHARES INC,029944,BMBN
LANDMARK BANCORP INC/KS,029946,LARK
SHURGARD STORAGE CTRS  -CL A,029948,SHU.4
BUHLER INDUSTRIES INC,029951,BIIAF
CAMERON ASHLEY BLDG PROD INC,029952,CAB.2
REPTRON ELECTRONICS INC,029953,3RPRN
ROUGE INDUSTRIES INC,029954,RGIDQ
BAUSCH HEALTH COMPANIES INC,029955,BHC
LIMONEIRA CO,029962,LMNR
PC SERVICE SOURCE INC,029963,PCSSQ
GAMING PARTNERS INTL CORP,029964,GPIC
TECH FLAVORS & FRAGRNCES INC,029965,TFF
AK STEEL HOLDING CORP,029968,AKS
UMBRELLA BANCORP INC,029969,TMEB
RELIANCE BANCORP INC,029982,RELY.
PROLOGIS INC,029984,PLD
STANTEC INC,029985,STN
PERMANENT BANCORP INC,029988,PERM.1
ENCYSIVE PHARMACEUTICALS INC,029992,ENCY
COMMUNITY BANCORP INC/CA,029993,CMBC
FIRST MID BANCSHARES INC,029994,FMBH
POCAHONTAS BANCORP INC,029996,PFSL
SPORT-HALEY HOLDINGS INC,029997,SPORQ
CANADIAN WORLD FUND LTD,030002,CWFNF
ORYX TECHNOLOGY CORP,030005,ORYX
BRIGHTPOINT INC,030006,CELL
VIVUS INC,030007,VVUS
TURBOCHEF TECHNOLOGIES INC,030008,OVEN
MTI TECHNOLOGY CORP,030009,MTICQ
POINT THERAPEUTICS INC,030012,POTP
CFM CORP,030014,CFM.1
LACROSSE FOOTWEAR INC,030016,BOOT.1
METROBANCORP,030017,METB
LINK ENERGY LLC,030023,3LNKEE
MILLICOM INTL CELLULAR SA,030024,TIGO
MCWHORTER TECHNOLOGIES INC,030025,MWT.
PRUDENTIAL STEEL LTD,030026,PTS.1
REAL GOODS TRADING CORP,030027,RGTC
NUMEREX CORP  -CL A,030029,NMRX
SILICOM LTD,030030,SILC
CENTENNIAL TECHNOLOGIES INC,030031,CENL
EAGLE MATERIALS INC,030032,EXP
BRAINTECH INC,030037,BRHI
CYBERNET INTERNET SVCS INTL,030052,ZNET
SOUTHERN MISSOURI BANCP INC,030055,SMBC
GRAND HAVANA ENTERPRISE,030058,PUFF
AMERN EAGLE OUTFITTERS INC,030059,AEO
INTERLOTT TECHNOLOGIES INC,030061,ILI.1
AGREE REALTY CORP,030067,ADC
DT INDUSTRIES INC,030068,DTIIQ
EDUCATIONAL INSIGHTS INC,030070,EDIN
MILLS CORP,030072,MLS.2
VERMILION ENERGY INC,030075,VET
HAMILTON LANE INC,030076,HLNE
DNB FINANCIAL CORP,030082,DNBF
DIVERSIFIED OPPORTYS -OLD,030084,DVOP.1
VL DISSOLUTION CORP,030086,VLDS
C-CUBE MICROSYSTEMS INC,030087,CUBE.
FUSION NETWORKS HOLDINGS INC,030088,FUSN
CALIFORNIA STYLE PALMS INC,030093,CFPI
MRO SOFTWARE INC,030094,MROI
QUINTILES TRANSNATIONAL CORP,030095,0573B
GARDNER DENVER HOLDINGS INC,030098,GDI
NUCENTRIX BROADBAND NETWORKS,030100,NCNXQ
MELTRONIX INC,030101,MTNX
XECHEM INTERNATIONAL INC,030109,XKEM
TDC A/S,030112,TLDAY
JAMES RIVER BANKSHARES INC,030115,JRBK
CRESCENT R E EQUITIES INC,030117,CEI.Z.
DEUTSCHE STRATEGIC INCOME TR,030118,KST
MITY ENTERPRISES INC,030121,MITY
TEMPLETON EMRG MKTS APPRN FD,030124,TEA.1
LEEDS FEDERAL BANKSHARES INC,030127,LFED
LEHMAN BROTHERS HOLDINGS INC,030128,LEHMQ
ALTERNATIVE RESOURCES CORP,030130,3ALRC.
ANCOR COMMUNICATIONS INC,030131,ANCR.1
NEKTAR THERAPEUTICS,030137,NKTR
JOS A BANK CLOTHIERS INC,030138,JOSB
KERZNER INTERNATIONAL LTD,030143,KZL
INVESTMENT TECHNOLOGY GP INC,030146,ITG
N U PIZZA HOLDING CORP,030149,3NUPZE
ATOMIC BURRITO INC,030151,ATOM.1
SUN-TIMES MEDIA GROUP INC,030152,SUTMQ
PSS WORLD MEDICAL INC,030161,PSSI
SONOMA VALLEY BANCORP,030162,SBNK
U S ENERGY SYSTEMS INC,030163,USEYQ
ASSURED GUARANTY MUNI HLDGS,030165,ZZZ1
RIDE INC,030168,3RIDE
INTERNATIONAL TEXTLE GRP INC,030169,ITXN
FLEX LTD,030170,FLEX
DIVERSICARE HEALTHCARE SVCS,030175,DVCR
BOYD BROS TRANSPORTATION INC,030177,BOYD.
H E R C PRODUCTS INC,030178,HERC
E MERGENT INC,030181,EMRT
CARACO PHARMACEUTICAL LABS,030185,CPD
PULASKI FINANCIAL CORP,030188,PULB
BUSH BOAKE ALLEN INC,030191,BOA
MAXWELL SHOE CO INC  -CL A,030193,MAXS
NETMED INC,030194,NTME
GOLD COAST MINING CORP/FL,030197,GRLF
THERMADYNE HOLDINGS CORP,030198,THMD
RADICA GAMES LTD,030199,RADA.1
ALLIANCE FOREST PRODS INC,030200,PFA.1
DERMA SCIENCES INC,030205,DSCI
PROPHOTONIX LTD,030209,STKR
OMNI RAIL PRODUCTS INC,030212,OMRP
CNB FINANCIAL CORP/NY,030214,CNBF
JACKSONVILLE BANCORP INC,030215,JXVL
